"authorId","badges/0","badges/1","badges/2","externalSource","itemType","negativeFeedback","positiveFeedback","productId","productName","productUrl","rating","recommended","reviewId","submissionTime","text","title","userNickname"
"e8fde0ce7533d9f7b304d0dd56232afb2900cb878f342e28b7473a7e35edb04e198a01cc99058246ffec08f85882d8dd","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","5",,"344734749","2024-05-17","I like the low dosage, it's hard to find 1mg Melatonin.",,"Valorie"
"71f408e3bdf0278efeda04eeae1c05fdd4cf1376ee43daa353b68dcb54648a099c0372d2d931c0a2823a3d2d1cc5c36d","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","5",,"362121875","2024-11-02","Works well",,"Ebony"
"86e956feec0bfbbb3b9187138ff4be463f60269d2260a41a9e9bc1fd7aac204313be6eea185c2a966362932ac996240d","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","5",,"357841398","2024-09-20","Great product",,"Randy"
"d06da00a285df56b7a0b537db4a1dac5ef3d5f3f936b7e5acd74145f054e33ee760724002dd20e5d1b79a8643be69036","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","5",,"338280176","2024-03-12","Low milligrams, but it helps me sleep well. It's a perfect dose.","Low mg","Lisa"
"29c7f62cbe9200af9dd3cf19c294a03d","VerifiedPurchaser",,,"bazaarvoice","Review","1","6","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","5","true","100964585","2016-08-23","I travel a lot between time zones and this is the only thing that helps me get over jet lag.","Cant live without it","dontworryboutit"
"3c1640f96d3bc7224d938dc5c8055dd4e2ddb47af8933af035240252fde88614bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","4",,"333470269","2024-01-25","I have occasional insomnia and this product helps me ease to sleep. I dont feel drugged and deowsey. Its just a relaxed feel. I love that its not habit forming and the price is manageable.","Great price, great product","Sari"
"03dd0f3e96b305fb88a49d12458fad408acbf1c42e00ec8fd8b4c3e3d5041bd5bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","2",,"327569798","2023-12-11","Instead of sending me two bottles of 1mg melatonin tablets, one of the 1mg tablets was 3mg tablets. Since I'm supposed to take 4mg every night I take one 3mg  and one 1m to take the 4mg I'm supposed. Not crazy about the 3mg tablets as you have to resolve it under your tongue","Mistake in Order","Helen"
"32b00b614f70a4481adae4269f8a0745205206e6d0cf3da332c6bdb547bdb778017ede22e96d9c370caae0463343c089","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","2",,"346038883","2024-06-01","I was wanting 3 mg but, I will use 3 of these","I rely on Melatonin for sleeping","Barb"
"a43c8691abcfb918d4b0017545896a492ad0a6066c730ce29dad4241225145f4992483fceb1be94eb7dded3fe1c9366f","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","1",,"331669198","2024-01-10","I was using the quick dissolve ones 1mg and they would make me sleepy. now I bought these and they hardly do anything and get a bad headache","not good","Edo"
"a65f63d8bdccd1f5f4008dd4babd84c8cd290dbe51b8899e752ad2b698e4fc4dbff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","15136798","Spring Valley Melatonin Tablets Dietary Supplement, 1 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-1-mg-120-Count/15136798?classType=REGULAR","1",,"327289423","2023-12-09","Dislike,still haven't rec'd my stuff. I believe it was delivered to neighbors. Very disappointing","Horrible","Debbie"
"4111139bba52fa850334917a9320a0c93650830fe73379e1419bf489728e7b8ef83efe063282f6ac131d942744880fad","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5",,"315622078","2023-08-26","I like that it dissolves under the tongue and you fall asleep faster","Great","Mary"
"fd23770aceb5dc63b2d566b098f8928b3ee2b7fa6aa7a6807da9ed26183dfec0bebde67d141da6d2c5c859247cd75f81","VerifiedPurchaser","IncentivizedReviewYes",,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","301885994","2023-03-07","Melatonin is good for travelers who have jetlag.  This product is particularly good because it can be dissolved under the tongue and give a faster effect.  Wonderful product and thank you for giving me a good night's sleep.",,"Evan"
"4cadc6f8eaef4a47ade6b9684b171ef0998081c8417a612be744f4e58d7ba384485a26aec1dbacf3112726a13e3a2326",,,,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5",,"330519805","2024-01-01","Bought these for my partner. He said they were easier to use than the pills.  He said he didn't notice any difference between the pills but he prefers this form of Melatonin if he has a choice.","Easier To Use","152ShopGirl"
"fcbea4d795117b8381ee16db501a7703d00abaf692120da774f4abfc1f9724a3bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser","IncentivizedReviewYes",,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","298874080","2023-01-18","awesome product works geeat","awesome product works great","Carolyne"
"eb72e908e15e7eacd58afc9047c0f876a0e1013f9afe558da5685c2da4db4aa5bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser","IncentivizedReviewYes",,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","306605389","2023-05-19","Nothing to dislike.  Worked as stated","I would buy again","Joanne"
"ea55bd0461fa1322008703f2dff475b176ce21ba38952e41304648256ef3db979e38bf27b1ea42dad8f9c4b916b7eb04","VerifiedPurchaser","IncentivizedReviewYes",,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","299597310","2023-01-31","Amazing how fast these work!","Highly recommend","Janice"
"4cdf28b77979bc63ee04643e9fd82fd4df81985d6811464f55ea993f41a1fe467bf1f2810c8c1ca57b4c28ddc302c334","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","309581726","2023-06-27","It's a good price for this product","Good Stuff","Jessica"
"cb72fbbe35576eac3449275faf3789ea442c93e7c0f078736584f3a823599d89bd7d31c8a070b91722ef50bae3281b7c","VerifiedPurchaser","IncentivizedReviewYes",,"bazaarvoice","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","299993626","2023-02-07","Very good products , great price","Great 😌","Yndira"
,,,,"aspectiva","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","69d5b12f-4ada-7736-bc68-003a25cb1f20","2020-04-01","Regular melatonin had quit working for me.  So I gave this sublingual a try and it works great.  I place it under my tongue as I’m getting in to bed and go right to sleep. Not really any taste to it....  Give it a try..price is right!","SWEET DREAMS...","LINDA E."
,,,,"aspectiva","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5",,"dc756592-fc9e-4e78-cc60-20b878442f32","2020-04-01","Regular melatonin had quit working for me.  So I gave this sublingual a try and it works great.  I place it under my tongue as I'm getting in to bed and go right to sleep. Not really any taste to it....  Give it a try..price is right!","SWEET DREAMS...",""
,,,,"aspectiva","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","1","false","272963df-446b-c2ea-5f9f-a48230e1ac4b","2022-11-01","After the first order I felt this product worked well. The second order the price increased and was surprised to find it didn't work even after taking 3 tablets.","Price increased","David S."
,,,,"aspectiva","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","3","false","d071c4bf-ed45-37d1-1322-192a13bba791","2022-10-03","Very good option to facilitate falling asleep with no implications! Melatonin dissolve in mouth but it leave a bad taste.","Very good! But it leave a bad taste.","Kat D."
,,,,"aspectiva","Review","0","0","30256491","Superior Source Melatonin 3 mg 60 Tabs","https://www.walmart.com/ip/Superior-Source-Melatonin-3-mg-Quick-Dissolve-Tablets-60-Count/30256491?classType=REGULAR","5","false","d6e81222-41ed-ae22-f2ef-8458a25557e6","2022-11-09","Good product! Seems to do what it's supposed to. I like the sub-lingual tabs also","Good product! Seems to do what it's supposed to.","Arnie"
"b5f33be7abed40e9d1675384d87c41e3847aa22ae8c2d4b065fa8450a382b3933b5bd2a58c24edfb0c1b04a7d4b4cf37","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"348598881","2024-06-29","this is the perfect dose, if you just need a little nudge to stay asleep for a little longer, and not knock you out until 10:00 the next morning.😉 not everybody needs 20 mg of melatonin. And not everybody wants to cut the pills. perfect dosing for a grown up.","Perfect dosing amount.","Linda"
"ada06cee52651c2d8987a0eb09a85a6a4187a28dd69fb056bc6e99aa5324524dbff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"353406298","2024-08-07","Never use more than 5 of melatonin. Used this brand before, worked fine. First time I used getting up wasn't as hard. This is second purchase I seem to have harder time getting up. Taken only when needed but price is good and pill size is small.",,"Laura"
"b1f3a6a1b255bce6525b9e6a84456957592b5e7fada13bab50d6a783f35ffb3d3d027f5ea42561fa4c54da681581f788","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"345285579","2024-05-23","these are good for me because some nights I can't get to sleep so I take two melatonin sometime I take three then helps me to get sleepy relaxes me it doesn't have me drowsy and drugged up and relaxes me and I fall straight to sleep so these are love and I will tell anybody if you can't sleep and you have sleep problems getting melatonin because they are really great they don't make you drowsy at all you don't feel like you're high or anything your heart don't race with it just lay down relax yourself it relaxes you and you going to sleep","spring valley melatonin tablets","Alma"
"597bf1d26b77c4f34133b8c0afcfe5ba61f621f92a818bccb6f83e91d3eee2f0e24fddb4224f7ccbec95394a982076b8","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"345819709","2024-05-30","with a disability that keeps me from walking for long periods on time.  the ability to shop online and just drive to Walmart and have it loaded in the car.  grocery shopping is no longer a 3 day event.  go online, pick what i want, check out, and wait for my notification. All in 1 day is fantastic.","quick and easy","becki"
"54c68a8b10218180c14c1d57b4d67388ee0382373e3ea77fa32a1821f6b3c9225bbfc212090cbb6a5f32f6f4d631e3c2","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"347180314","2024-06-14","I look for no added ingredients or substances that I need to research or avoid. If I'm awake I DONT want time-release to cause sleepiness LATER ON. So personally I quarter or half these and it's perfect for me to get into REM","Great without time release","Diane"
"e6382896b2e1500f448c0bd894e47f5c4958aa6e9b6f160b97216e9819f2e554f2da4376f694a7ec5471719c481f7b1a","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"346170111","2024-06-03","Having tried two other OTC sleep medications that left me feeling groggy in the morning ; delighted to now tried  melatonin. It works. Spring Valley good brand for very reasonable price","Melatonin is GREAT for sleep","Susan"
"d3a7f2108fbd5bbe11c29aa21166a3c6","VerifiedPurchaser",,,"bazaarvoice","Review","13","58","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5","true","22596436","2014-03-26","I was skeptical about buying supplements from Walmart, however, to my surprise it worked the first time. Walmart had the lowest price that I found. Gave it to my husband, who is up every hour and a half, every night. In the morning after the first dose he said, I think that pill you gave me helps me sleep. The second night, he got up at 1:30 AM and said, where is that stuff you gave me last night that help me sleep? We highly recommend this product, and buying it from Walmart.","Worked First Night!","AirTerWin"
"315948daf4e32bd509f48ff58d42021f","VerifiedPurchaser",,,"bazaarvoice","Review","3","9","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5","true","17929980","2013-11-15","As we age, our melatonin levels drop. This restores the melatonin that used to make us feel drowsy at bedtime. I take this product alternately with diphenhydramine a few times a week.

Large doses of melatonin can impair the immune system, so I would not say take two of these every night. For occasional sleeplessness..this is great and the price here can't be beat.

five mg is a good dosage.","Melatonin is an ingredient already within the body","Gr8GIRL"
"74cfbbd42ab479da416585b8ba80ad00f0f3597e16bbd8495c7450912fd4b1e9bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"338830151","2024-03-17","So helpful to get me to have a good nights rest and keep working without feeling groggy in the morning not to mention that I have a sleep disorder that causes me issues so I need to take some thing, but don't want to take anything that will interfere with my daytime, work life","So helpful for  my sleep disorder!","carolyn"
"28d7ddc191f459b497fb87d58f8ee9135acd14bb0151b3b3ecb614999943e38dd4ed78c3bc140619007f3474a66bd7c5","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"331368134","2024-01-07","I didn't believe melatonin would have worked for me since I have taken prescription medications that have caused too many side effects to continue. I was wrong! Melatonin has been a life-saving workout all the side effects I experienced on other medications. I still take a sleep medication that works okay, but combined with melatonin, it works wonders. I highly recommend this medication to anyone who has a sleep disorder as I do. I was a little apprehensive to share such details about my struggles, but after consulting with my doctor, I was given the go-ahead. I highly recommend consulting with your primary and just ask. It revolutionized my life, and my daytime sleeplessness went away.","Excellent choice!","Jeanne"
"76659b402f76093cd05f1bea822307d7","VerifiedPurchaser",,,"bazaarvoice","Review","9","36","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5","true","25150702","2014-05-06","I used to have trouble staying asleep once I fell asleep, so I started taking melatonin. I was taking two three milligram tablets but that wasn't doing it. I decided to try the five milligram tablets, and that did the trick. An hour before bedtime, I take two tablets with water, and once I fall asleep, I stay asleep for eight hours straight. I don't wake up until it is time to wake up, and that has been a delight for me. It is wonderful to wake up feeling refreshed and wide awake. Melatonin has a reputation for causing odd dreams, and I have experienced that with other brands, but this brand makes me sleep so well that I don't generally recall my dreams, let alone if they were odd. The only thing that would make these better, would be if I slept for nine or ten hours! That is only because I spent years and years with insomnia to varying degrees. Eight hours does it for me, and I don't really need more than that. I wish I could sleep well, but without this I can't. I will buy this for the rest of my life. It really does help me sleep, and I stay sleeping. My daughter was in the military and frequently deployed overseas. She told me that the military told them to take ten milligrams of melatonin if they had trouble sleeping until they acclimated to the time changes. It worked well for her on the occasions she needed it, and it works for me all the time.","Good Night's Sleep","Tallulah77"
"7e0d4dffb4a2ceabfa1116dc7c88c7fd","VerifiedPurchaser",,,"bazaarvoice","Review","7","27","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5","true","25552297","2014-05-18","Since I am 76 years old , many of the natural hormones that one has at a younger age lessen and in some cases it helps to replace them. Melatonin replaces the hormone that was lost as I aged. Now I can get a good nights sleep by replacing that by taking Melatonin prior to going to bed.","It works for me","stanajo"
"0c00489e5dc13f0505665076e425b18c","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"357545954","2024-09-17","Best melatonin ever. these pills seem to have the actual melatonin in them. these melatonin tablets actually work.","These actually work","Alan"
"5f56a31c14b04d7d89581af0df118de0","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","5",,"362557399","2024-11-05","My PCP recommended this to me due to having trouble sleeping at night. It really works and I don't wake up with any side effects.","Get the Job Done!","PATRICIA"
"59fe5788f9aafc880975092fc5eb79cb6811a4a30a31cf8812898734374565f8449b2e05cff1dfe66be60dfc4b24ad4c","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","4",,"352797276","2024-08-01","I use melatonin when I know I'll have a difficult time winding down and getting to sleep. I feel the effects within an hour. I also use melatonin for dogs when there are fireworks going off - works great!","Works as described","Jan"
"1fdfea1b5b6d86653f49c035048446a28676e2874858276d05054d2d52fbecc494438f273a04f5bbd59b091c90674262","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","4",,"339043830","2024-03-20","I bought these by mistake. I usually buy the same brand, but get the berry flavored that dissolves quickly under my tongue. They work quicker. These work but take longer.  Plus the quick dissolve ones help me quicker if I have a panic attack . I don't use these all the time, but they work when I need them.","They Work","Ramona"
"aef9af2eaba9635514586971c63ced37","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","11047659","Spring Valley Melatonin Tablets Dietary Supplement, 5 mg, 120 Count","https://www.walmart.com/ip/Spring-Valley-Melatonin-Tablets-Dietary-Supplement-5-mg-120-Count/11047659?classType=REGULAR","3",,"339183946","2024-03-21","bought this for my insomnia.  it doesn't work all that well. it still takes me a couple of hours to fall asleep, and when i do, i may sleep 2 or 3 hours. i did first try one pill at 5mg. then i tried 2 at a total of 10mg. same results for my sleep pattern.","decent product",
